City_ID,City,Country,Lat,Lng,Date,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
234,Rio Muerto,MX,27.4167,-110.2333,2021-11-15 19:19:40,93.72,11,0,10.16,clear sky
235,Kindia,GN,10.0569,-12.8658,2021-11-15 19:19:41,74.32,66,60,2.42,broken clouds
236,Codrington,AU,-38.2667,141.9667,2021-11-15 19:12:37,49.82,65,97,7.92,overcast clouds
237,Port Lincoln,AU,-34.7333,135.8667,2021-11-15 19:19:41,54.91,65,93,5.44,overcast clouds
238,Khatanga,RU,71.9667,102.5,2021-11-15 19:10:39,-29.7,100,78,5.46,broken clouds
239,New Norfolk,AU,-42.7826,147.0587,2021-11-15 19:11:04,44.1,69,73,1.99,broken clouds
240,Sakaiminato,JP,35.55,133.2333,2021-11-15 19:19:42,48.18,93,75,4.61,broken clouds
241,Vardo,NO,70.3705,31.1107,2021-11-15 19:19:42,37.15,93,75,13.8,broken clouds
242,Yerbogachen,RU,61.2767,108.0108,2021-11-15 19:13:32,17.22,96,100,2.84,light snow
243,Nome,US,64.5011,-165.4064,2021-11-15 19:11:00,-2.13,78,1,5.75,clear sky
244,Iqaluit,CA,63.7506,-68.5145,2021-11-15 19:12:28,2.7,77,0,10.0,clear sky
245,Najran,SA,17.4924,44.1277,2021-11-15 19:19:43,63.25,35,0,0.4,clear sky
246,Kavaratti,IN,10.5669,72.642,2021-11-15 19:10:56,80.53,81,100,16.13,overcast clouds
247,Port Hawkesbury,CA,45.6169,-61.3485,2021-11-15 19:19:43,50.18,98,90,8.99,mist
248,Narvik,NO,68.4384,17.4272,2021-11-15 19:19:43,42.58,100,100,6.6,overcast clouds
249,Evensk,RU,61.95,159.2333,2021-11-15 19:13:11,24.22,83,96,14.85,overcast clouds
250,Havre-Saint-Pierre,CA,50.2334,-63.5986,2021-11-15 19:10:45,35.96,93,90,10.36,overcast clouds
251,Tasiilaq,GL,65.6145,-37.6368,2021-11-15 19:11:02,32.16,66,93,10.42,overcast clouds
252,Balclutha,NZ,-46.2339,169.75,2021-11-15 19:19:44,46.58,96,95,4.41,overcast clouds
253,Merauke,ID,-8.4667,140.3333,2021-11-15 19:19:44,77.22,91,100,8.08,overcast clouds
254,Esperance,AU,-33.8667,121.9,2021-11-15 19:10:34,67.17,45,100,17.6,overcast clouds
255,Sola,VU,-13.8833,167.55,2021-11-15 19:12:16,80.13,79,37,11.88,scattered clouds
256,Riyadh,SA,24.6877,46.7219,2021-11-15 19:10:05,68.14,27,7,9.04,clear sky
257,Little Current,CA,45.9793,-81.9248,2021-11-15 19:16:20,41.09,59,100,10.63,overcast clouds
258,Moose Factory,CA,51.2585,-80.6094,2021-11-15 19:19:44,32.0,86,90,14.97,light snow
259,Saryagash,KZ,41.4511,69.1701,2021-11-15 19:19:45,40.96,50,99,4.85,overcast clouds
260,Brownwood,US,31.7093,-98.9912,2021-11-15 19:19:45,81.55,38,0,11.14,clear sky
261,Gerede,TR,40.8008,32.1969,2021-11-15 19:19:45,37.27,62,50,1.9,scattered clouds
262,Maragogi,BR,-9.0122,-35.2225,2021-11-15 19:19:46,82.0,67,9,11.48,clear sky
263,Ancud,CL,-41.8697,-73.8203,2021-11-15 19:16:37,56.73,70,26,10.49,light rain
264,Saint-Augustin,CA,51.226,-58.6502,2021-11-15 19:19:46,37.89,97,100,14.63,overcast clouds
265,Outlook,CA,51.5001,-107.0513,2021-11-15 19:19:46,37.09,76,100,5.57,overcast clouds
266,Zhigansk,RU,66.7697,123.3711,2021-11-15 19:12:18,-25.31,100,95,3.58,overcast clouds
267,Ilulissat,GL,69.2167,-51.1,2021-11-15 19:10:53,12.22,67,75,5.75,broken clouds
268,Kapustin Yar,RU,48.5831,45.7372,2021-11-15 19:19:47,32.18,82,25,17.96,scattered clouds
269,Souillac,MU,-20.5167,57.5167,2021-11-15 19:10:43,75.58,83,40,2.3,scattered clouds
270,Yenagoa,NG,4.9247,6.2642,2021-11-15 19:19:47,77.79,89,97,5.61,overcast clouds
271,Mareeba,AU,-17.0,145.4333,2021-11-15 19:19:47,74.44,93,72,1.59,broken clouds
272,Mogadishu,SO,2.0371,45.3438,2021-11-15 19:10:39,79.79,79,27,11.07,scattered clouds
273,Iskateley,RU,67.6803,53.1512,2021-11-15 19:19:48,17.98,92,100,7.38,overcast clouds
274,Ambon,ID,-3.6954,128.1814,2021-11-15 19:13:13,79.7,80,90,3.83,light rain
275,Varnamo,SE,57.186,14.04,2021-11-15 19:19:48,43.11,88,100,1.01,overcast clouds
276,Ardakan,IR,32.31,54.0175,2021-11-15 19:19:49,55.78,36,100,1.01,overcast clouds
277,Port Elizabeth,ZA,-33.918,25.5701,2021-11-15 19:11:39,67.1,76,100,11.68,overcast clouds
278,Ixtapa,MX,20.7,-105.2,2021-11-15 19:19:49,83.43,54,40,9.22,scattered clouds
279,Kamenka,RU,51.3223,42.7678,2021-11-15 19:19:49,29.16,76,96,16.69,overcast clouds
280,Benghazi,LY,32.1167,20.0667,2021-11-15 19:19:49,70.48,71,14,10.09,few clouds
281,Shitanjing,CN,39.2342,106.3439,2021-11-15 19:19:50,34.2,33,0,3.85,clear sky
282,Haines Junction,CA,60.7522,-137.5108,2021-11-15 19:12:51,6.96,86,80,1.5,broken clouds
283,Beloit,US,42.5084,-89.0318,2021-11-15 19:19:50,35.15,73,90,1.01,overcast clouds
284,Kahului,US,20.8947,-156.47,2021-11-15 19:12:19,83.46,82,20,11.5,few clouds
285,Kandete,TZ,-9.15,33.8,2021-11-15 19:19:51,64.81,73,52,1.14,broken clouds
286,Pangkalanbuun,ID,-2.6833,111.6167,2021-11-15 19:19:51,73.6,99,100,1.68,overcast clouds
287,La Ronge,CA,55.1001,-105.2842,2021-11-15 19:19:52,30.45,93,90,5.75,mist
288,Cayenne,GF,4.9333,-52.3333,2021-11-15 19:10:55,84.24,80,29,4.61,scattered clouds
289,Olafsvik,IS,64.8945,-23.7142,2021-11-15 19:19:52,38.3,71,99,30.82,overcast clouds
290,Bathsheba,BB,13.2167,-59.5167,2021-11-15 19:12:28,86.61,62,40,24.16,scattered clouds
291,Redondela,ES,42.2834,-8.6096,2021-11-15 19:19:52,59.25,71,20,3.44,few clouds
292,Gazanjyk,TM,39.2446,55.5154,2021-11-15 19:19:53,51.96,56,100,1.21,overcast clouds
293,Soyo,AO,-6.1349,12.3689,2021-11-15 19:19:53,79.03,86,98,8.75,overcast clouds
294,Porto Novo,BJ,6.4965,2.6036,2021-11-15 19:13:42,81.27,78,96,7.65,overcast clouds
295,Cap Malheureux,MU,-19.9842,57.6142,2021-11-15 19:19:54,75.69,76,41,3.0,scattered clouds
296,Vanderhoof,CA,54.0166,-124.0198,2021-11-15 19:18:45,33.19,92,100,5.46,light snow
297,Touros,BR,-5.1989,-35.4608,2021-11-15 19:12:03,85.1,69,100,15.37,overcast clouds
298,Vershino-Shakhtaminskiy,RU,51.3012,117.8868,2021-11-15 19:19:54,14.49,89,36,3.87,scattered clouds
299,Yaan,NG,7.3833,8.5667,2021-11-15 19:19:55,84.58,52,67,4.45,broken clouds
300,Namatanai,PG,-3.6667,152.4333,2021-11-15 19:19:55,78.91,83,99,7.09,moderate rain
301,La Primavera,CO,5.4906,-70.4092,2021-11-15 19:19:56,93.67,38,34,13.13,scattered clouds
302,Lima,PE,-12.0432,-77.0282,2021-11-15 19:17:07,68.14,68,40,6.91,scattered clouds
303,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,2021-11-15 19:19:56,93.0,59,40,5.75,scattered clouds
304,Broken Hill,AU,-31.95,141.4333,2021-11-15 19:19:56,51.48,66,0,10.71,clear sky
305,Lhokseumawe,ID,5.1801,97.1507,2021-11-15 19:19:57,76.6,92,100,8.14,overcast clouds
306,Morondava,MG,-20.2833,44.2833,2021-11-15 19:19:57,78.42,79,73,7.11,broken clouds
307,Praia Da Vitoria,PT,38.7333,-27.0667,2021-11-15 19:19:58,68.25,88,20,19.57,few clouds
308,Tromso,NO,69.6496,18.957,2021-11-15 19:19:58,41.02,81,75,4.0,broken clouds
309,Kautokeino,NO,69.0125,23.0412,2021-11-15 19:19:58,29.57,87,100,7.43,overcast clouds
310,Kapoeta,SS,4.7717,33.5903,2021-11-15 19:19:59,86.63,29,21,9.82,few clouds
311,Batagay,RU,67.6333,134.6333,2021-11-15 19:19:59,-12.82,96,99,1.59,overcast clouds
312,Gazojak,TM,41.1875,61.4036,2021-11-15 19:20:00,42.24,43,84,9.33,broken clouds
313,Madera,US,37.1666,-119.8343,2021-11-15 19:12:13,84.97,45,100,1.01,overcast clouds
314,Hasaki,JP,35.7333,140.8333,2021-11-15 19:06:11,52.29,57,100,6.58,overcast clouds
315,Roseto Degli Abruzzi,IT,42.6664,14.0227,2021-11-15 19:20:00,63.09,79,100,5.59,light rain
316,Chibombo,ZM,-14.6569,28.0706,2021-11-15 19:20:00,75.67,48,14,8.57,few clouds
317,Jishou,CN,28.3167,109.7167,2021-11-15 19:20:01,57.2,82,100,2.24,overcast clouds
318,Portland,US,45.5234,-122.6762,2021-11-15 19:08:55,63.63,78,90,5.99,light rain
319,Changji,CN,44.0167,87.3167,2021-11-15 19:20:02,36.39,87,0,2.24,clear sky
320,Moosomin,CA,50.1333,-101.6677,2021-11-15 19:20:02,30.83,98,100,5.46,overcast clouds
321,Manado,ID,1.487,124.8455,2021-11-15 19:20:03,75.97,94,40,2.3,scattered clouds
322,Vila Franca Do Campo,PT,37.7167,-25.4333,2021-11-15 19:11:59,69.19,85,31,11.68,scattered clouds
323,Bereda,ES,43.2686,-7.5406,2021-11-15 19:11:24,54.91,98,100,7.45,overcast clouds
324,Geraldton,AU,-28.7667,114.6,2021-11-15 19:11:30,64.81,82,90,6.91,overcast clouds
325,Bestobe,KZ,52.4994,73.0975,2021-11-15 19:20:03,14.77,96,86,3.87,overcast clouds
326,Palakkad,IN,10.7833,76.65,2021-11-15 19:20:03,73.08,97,78,4.32,light rain
327,Biak,ID,-0.9131,122.8766,2021-11-15 19:20:04,76.46,84,100,0.49,overcast clouds
328,Clifton,US,40.8584,-74.1638,2021-11-15 19:16:20,49.1,63,75,4.0,broken clouds
329,Teguldet,RU,57.3064,88.1667,2021-11-15 19:20:04,18.86,93,100,6.2,overcast clouds
330,Maumere,ID,-8.6199,122.2111,2021-11-15 19:20:04,79.84,80,79,0.6,broken clouds
331,Malinovoye Ozero,RU,51.6753,79.7825,2021-11-15 19:20:05,25.65,91,95,8.7,overcast clouds
332,Kars,TR,40.602,43.095,2021-11-15 19:20:05,32.45,64,0,9.22,clear sky
333,Coari,BR,-4.085,-63.1414,2021-11-15 19:20:05,86.36,66,100,0.65,overcast clouds
334,Sterling,US,39.0062,-77.4286,2021-11-15 19:20:06,51.69,51,75,1.01,broken clouds
335,Canton,CN,23.1167,113.25,2021-11-15 19:20:07,69.01,51,7,3.74,clear sky
336,Asau,RO,46.4333,26.4,2021-11-15 19:11:32,45.75,85,100,4.29,overcast clouds
337,Bethel,US,41.3712,-73.414,2021-11-15 19:11:50,47.1,63,75,1.01,broken clouds
338,Narsaq,GL,60.9167,-46.05,2021-11-15 19:11:31,14.22,73,2,5.88,clear sky
339,Warragul,AU,-38.1667,145.9333,2021-11-15 19:20:07,46.87,93,44,1.99,scattered clouds
340,Riacho De Santana,BR,-13.6092,-42.9389,2021-11-15 19:20:07,73.99,69,99,11.18,overcast clouds
341,Hamilton,US,39.1834,-84.5333,2021-11-15 19:11:06,44.6,60,1,1.99,clear sky
342,Tautira,PF,-17.7333,-149.15,2021-11-15 19:20:08,82.42,77,100,18.03,overcast clouds
343,Isabela,PH,6.7085,121.9711,2021-11-15 19:20:08,77.07,86,100,1.23,overcast clouds
344,Jatiroto,ID,-7.8833,111.1167,2021-11-15 19:20:08,72.99,93,100,1.16,overcast clouds
345,Puerto Baquerizo Moreno,EC,-0.9,-89.6,2021-11-15 19:20:09,74.39,69,75,16.11,broken clouds
346,Anadyr,RU,64.75,177.4833,2021-11-15 19:12:49,16.32,93,100,6.8,overcast clouds
347,Azad Shahr,IR,34.7909,48.5707,2021-11-15 19:20:09,47.43,41,100,4.03,overcast clouds
348,Salta,AR,-24.7859,-65.4117,2021-11-15 19:20:10,86.59,36,20,11.01,few clouds
349,Lillooet,CA,50.6856,-121.942,2021-11-15 19:20:10,48.92,99,100,2.55,light rain
350,Ola,RU,59.5833,151.2833,2021-11-15 19:12:48,19.92,82,100,10.78,overcast clouds
351,Vilhena,BR,-12.7406,-60.1458,2021-11-15 19:10:50,78.42,81,87,4.47,moderate rain
352,Suluq,LY,31.6682,20.2521,2021-11-15 19:20:10,67.3,80,0,7.47,clear sky
353,Inhambane,MZ,-23.865,35.3833,2021-11-15 19:20:11,76.98,88,20,5.75,few clouds
354,Pyapon,MM,16.2833,95.6833,2021-11-15 19:20:11,76.03,85,64,3.94,broken clouds
355,Bonthe,SL,7.5264,-12.505,2021-11-15 19:20:11,80.83,78,87,7.4,overcast clouds
356,Camaqua,BR,-30.8511,-51.8122,2021-11-15 19:20:12,81.93,46,4,10.67,clear sky
357,Inndyr,NO,67.0338,14.0276,2021-11-15 19:20:12,44.64,89,99,13.06,overcast clouds
358,Rovaniemi,FI,66.5,25.7167,2021-11-15 19:20:13,33.21,100,90,14.97,snow
359,Nola,IT,40.922,14.5329,2021-11-15 19:20:13,61.21,75,100,6.2,overcast clouds
360,Sorong,ID,-0.8833,131.25,2021-11-15 19:20:13,77.67,86,100,5.79,overcast clouds
361,Ikom,NG,5.9667,8.7063,2021-11-15 19:20:14,77.68,87,89,3.09,light rain
362,Olot,ES,42.181,2.4901,2021-11-15 19:20:14,54.21,61,98,3.53,light rain
363,San Carlos De Bariloche,AR,-41.1456,-71.3082,2021-11-15 19:20:14,49.75,46,75,19.57,broken clouds
364,Ostuni,IT,40.7276,17.5764,2021-11-15 19:17:30,61.77,90,100,11.61,overcast clouds
365,Sinnamary,GF,5.3833,-52.95,2021-11-15 19:12:57,82.2,76,85,7.9,overcast clouds
366,Piacabucu,BR,-10.4056,-36.4344,2021-11-15 19:13:12,82.27,69,19,14.88,few clouds
367,Cervo,ES,43.6702,-7.4101,2021-11-15 19:20:15,57.96,81,100,15.08,overcast clouds
368,Pangody,RU,65.85,74.4859,2021-11-15 19:20:16,5.88,96,100,9.1,overcast clouds
369,Teahupoo,PF,-17.8333,-149.2667,2021-11-15 19:20:16,76.96,78,88,19.89,overcast clouds
370,Marienburg,PL,54.0359,19.0266,2021-11-15 19:20:16,44.06,74,95,6.73,overcast clouds
371,Quatre Cocos,MU,-20.2078,57.7625,2021-11-15 19:20:17,75.31,69,58,6.78,broken clouds
372,Podor,MR,16.6527,-14.9587,2021-11-15 19:20:17,92.93,24,95,4.03,overcast clouds
373,Pasco,US,28.292,-82.4165,2021-11-15 19:20:17,75.06,45,0,3.0,clear sky
374,Kahama,TZ,-3.8333,32.6,2021-11-15 19:20:18,74.75,46,26,3.29,scattered clouds
375,Imeni Poliny Osipenko,RU,52.4201,136.4853,2021-11-15 19:20:18,-0.35,99,70,2.77,broken clouds
376,Villamontes,BO,-21.25,-63.5,2021-11-15 19:20:19,87.17,48,95,4.9,overcast clouds
377,The Valley,AI,18.217,-63.0578,2021-11-15 19:20:19,85.86,65,20,16.11,few clouds
378,Tuatapere,NZ,-46.1333,167.6833,2021-11-15 19:12:31,44.28,94,100,6.06,overcast clouds
379,Slave Lake,CA,55.2834,-114.769,2021-11-15 19:20:19,30.18,93,90,3.44,overcast clouds
380,Ormara,PK,25.2088,64.6357,2021-11-15 19:20:20,77.36,37,69,5.44,broken clouds
381,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,2021-11-15 19:20:20,28.99,100,75,6.71,broken clouds
382,Port Blair,IN,11.6667,92.75,2021-11-15 19:20:21,79.81,84,61,7.74,broken clouds
383,Hithadhoo,MV,-0.6,73.0833,2021-11-15 19:11:28,82.35,74,14,12.73,few clouds
384,Necochea,AR,-38.5473,-58.7368,2021-11-15 19:12:15,66.85,53,50,22.3,scattered clouds
385,Nishihara,JP,26.1842,127.7558,2021-11-15 19:20:21,67.28,72,40,5.75,scattered clouds
386,Vannes,FR,47.8333,-2.5,2021-11-15 19:20:22,52.29,91,11,6.93,few clouds
387,Fernley,US,39.608,-119.2518,2021-11-15 19:20:22,69.46,19,100,6.71,overcast clouds
388,Namwala,ZM,-15.7504,26.4384,2021-11-15 19:20:22,77.72,41,6,3.2,clear sky
389,Dekar,BW,-21.5333,21.9333,2021-11-15 19:20:23,84.6,28,30,12.86,scattered clouds
390,Qui Nhon,VN,13.7667,109.2333,2021-11-15 19:20:23,76.1,92,100,10.09,overcast clouds
391,Samana,DO,19.2056,-69.3369,2021-11-15 19:20:23,91.62,66,20,9.22,few clouds
392,Batemans Bay,AU,-35.7167,150.1833,2021-11-15 19:20:24,48.9,79,6,5.03,clear sky
393,Kiunga,PG,-6.1219,141.2906,2021-11-15 19:20:24,72.68,99,100,1.5,overcast clouds
394,Portobelo,PA,9.55,-79.65,2021-11-15 19:20:24,86.41,78,35,9.82,scattered clouds
395,Alappuzha,IN,9.49,76.3264,2021-11-15 19:20:24,77.4,86,100,1.39,light rain
396,Lata,PT,40.1629,-8.3327,2021-11-15 19:20:25,54.05,72,5,3.69,clear sky
397,Sibu,MY,2.3,111.8167,2021-11-15 19:20:25,75.51,94,40,2.3,scattered clouds
398,Caravelas,BR,-17.7125,-39.2481,2021-11-15 19:20:25,76.42,59,93,10.02,overcast clouds
399,Port-Gentil,GA,-0.7193,8.7815,2021-11-15 19:20:26,79.81,84,19,12.8,few clouds
400,Timizart,DZ,36.8,4.2667,2021-11-15 19:20:26,51.13,91,100,15.82,overcast clouds
401,Kozachi Laheri,UA,46.7037,32.9776,2021-11-15 19:20:26,40.86,62,0,13.96,clear sky
402,Kutum,SD,14.2,24.6667,2021-11-15 19:20:27,72.39,15,0,6.91,clear sky
403,Vila Velha,BR,-20.3297,-40.2925,2021-11-15 19:13:19,76.95,71,75,1.01,broken clouds
404,Ayan,RU,56.45,138.1667,2021-11-15 19:20:27,10.33,69,86,15.46,overcast clouds
405,Korem,ET,12.5058,39.5228,2021-11-15 19:20:27,54.34,56,0,3.44,clear sky
406,Pilna,RU,55.5539,45.9219,2021-11-15 19:20:28,13.57,97,69,4.43,broken clouds
407,Roma,US,43.2128,-75.4557,2021-11-15 19:10:57,42.85,90,90,8.05,overcast clouds
408,Honningsvag,NO,70.9821,25.9704,2021-11-15 19:20:28,40.75,87,75,23.02,shower rain
409,Copiapo,CL,-27.3667,-70.3333,2021-11-15 19:16:22,60.49,27,0,10.69,clear sky
410,Mitsamiouli,KM,-11.3847,43.2844,2021-11-15 19:13:49,80.06,73,3,4.76,clear sky
411,Saint-Denis,FR,48.9167,2.3333,2021-11-15 19:20:28,45.28,94,90,3.0,light intensity drizzle
412,Seoul,KR,37.5683,126.9778,2021-11-15 19:12:37,44.04,67,48,1.48,scattered clouds
413,Bumba,CD,2.1833,22.4667,2021-11-15 19:20:29,72.28,96,100,3.02,light rain
414,Esmeralda,CU,21.8525,-78.1169,2021-11-15 19:20:29,87.04,67,98,11.59,moderate rain
415,Ikalamavony,MG,-21.15,46.5833,2021-11-15 19:20:30,76.01,59,100,4.32,overcast clouds
416,Yumen,CN,40.2833,97.2,2021-11-15 19:12:35,30.16,34,15,15.86,few clouds
417,San Ignacio,BZ,17.1561,-89.0714,2021-11-15 19:20:30,75.34,100,90,4.61,overcast clouds
418,Olinda,BR,-8.0089,-34.8553,2021-11-15 19:20:31,83.93,65,40,10.36,scattered clouds
419,Torbay,CA,47.6666,-52.7314,2021-11-15 19:10:38,42.76,95,90,6.91,mist
420,Pisco,PE,-13.7,-76.2167,2021-11-15 19:20:31,71.65,64,0,11.5,clear sky
421,Mecca,SA,21.4267,39.8261,2021-11-15 19:16:42,78.94,65,3,5.57,clear sky
422,Gondanglegi,ID,-7.7479,112.0132,2021-11-15 19:20:31,74.23,93,100,0.29,overcast clouds
423,Kirya,TZ,-3.9167,37.4833,2021-11-15 19:20:32,75.92,62,29,10.87,scattered clouds
424,Tsiroanomandidy,MG,-18.7667,46.0333,2021-11-15 19:20:32,67.69,79,100,3.15,light rain
425,Mabaruma,GY,8.2,-59.7833,2021-11-15 19:12:58,82.08,76,65,6.31,broken clouds
426,Champerico,GT,14.3,-91.9167,2021-11-15 19:13:46,91.94,67,4,6.38,clear sky
427,Los Llanos De Aridane,ES,28.6585,-17.9182,2021-11-15 19:12:47,67.75,74,75,5.75,broken clouds
428,Moroni,KM,-11.7022,43.2551,2021-11-15 19:20:33,78.84,77,2,0.43,clear sky
429,Durg,IN,21.1833,81.2833,2021-11-15 19:20:33,73.38,82,23,5.66,few clouds
430,Northam,GB,51.0333,-4.2167,2021-11-15 19:20:34,52.02,90,83,4.03,broken clouds
431,Taraz,KZ,42.9,71.3667,2021-11-15 19:20:34,32.41,80,95,4.47,overcast clouds
432,Petauke,ZM,-14.2426,31.3253,2021-11-15 19:20:34,69.57,67,32,10.85,scattered clouds
433,Gusau,NG,12.1628,6.6614,2021-11-15 19:13:55,84.09,17,100,4.74,overcast clouds
434,Caconda,AO,-13.7333,15.0667,2021-11-15 19:20:35,62.78,91,100,2.68,moderate rain
435,Cacu,BR,-18.5567,-51.1308,2021-11-15 19:20:35,88.09,40,100,6.2,overcast clouds
436,Rolla,US,37.9514,-91.7713,2021-11-15 19:19:19,65.86,35,1,5.99,clear sky
437,Penzance,GB,50.1186,-5.5371,2021-11-15 19:20:35,53.76,86,87,4.29,overcast clouds
438,Siocon,PH,7.7061,122.1353,2021-11-15 19:20:36,78.12,86,100,1.43,overcast clouds
439,Abong Mbang,CM,3.9833,13.1833,2021-11-15 19:20:36,69.73,93,57,2.39,broken clouds
440,Marawi,PH,7.9986,124.2928,2021-11-15 19:20:36,65.64,93,100,1.77,overcast clouds
441,Abapo,BO,-18.8333,-63.4667,2021-11-15 19:20:36,75.36,64,100,6.55,overcast clouds
442,Turayf,SA,31.6725,38.6637,2021-11-15 19:20:37,55.65,58,40,9.22,scattered clouds
443,Pemangkat,ID,1.1667,108.9667,2021-11-15 19:13:17,77.81,84,100,3.96,overcast clouds
444,Maltahohe,NA,-24.8333,16.9833,2021-11-15 19:20:37,79.47,23,28,15.12,scattered clouds
445,Chapais,CA,49.7834,-74.8492,2021-11-15 19:20:37,28.18,66,100,5.84,overcast clouds
446,Luwingu,ZM,-10.2621,29.9271,2021-11-15 19:20:38,71.83,54,100,5.06,light rain
447,Ulagan,RU,50.6321,87.9563,2021-11-15 19:20:38,12.6,74,40,4.36,scattered clouds
448,Pacific Grove,US,36.6177,-121.9166,2021-11-15 19:12:03,75.61,68,20,1.99,few clouds
449,Ostrovnoy,RU,68.0531,39.5131,2021-11-15 19:12:46,25.84,94,100,12.41,light snow
450,Micheweni,TZ,-4.9667,39.8333,2021-11-15 19:13:51,79.0,78,57,8.75,broken clouds
451,Sri Aman,MY,1.2376,111.4621,2021-11-15 19:20:38,77.05,94,100,0.0,overcast clouds
452,Homer,US,59.6425,-151.5483,2021-11-15 19:10:30,17.76,73,1,8.05,clear sky
453,Hueytown,US,33.4512,-86.9967,2021-11-15 19:20:39,67.69,39,1,4.61,clear sky
454,Sosva,RU,59.1766,61.8558,2021-11-15 19:20:39,14.09,91,25,7.31,scattered clouds
455,Kokopo,PG,-4.352,152.2633,2021-11-15 19:20:40,77.34,85,100,2.86,light rain
456,Mount Gambier,AU,-37.8333,140.7667,2021-11-15 19:11:22,47.43,77,100,4.09,overcast clouds
457,Araouane,ML,18.9048,-3.5265,2021-11-15 19:12:13,81.66,23,100,10.31,overcast clouds
458,Bambanglipuro,ID,-7.95,110.2833,2021-11-15 19:20:40,60.6,90,100,2.21,overcast clouds
459,Rexburg,US,43.826,-111.7897,2021-11-15 19:16:13,60.06,54,1,0.0,clear sky
460,Avera,US,33.194,-82.5271,2021-11-15 19:20:40,67.51,22,1,10.87,clear sky
461,Sao Filipe,CV,14.8961,-24.4956,2021-11-15 19:11:39,76.03,79,94,9.22,overcast clouds
462,Vydrino,RU,51.485,104.8461,2021-11-15 19:20:41,31.53,65,97,6.6,overcast clouds
463,San Luis,AR,-33.295,-66.3356,2021-11-15 19:10:43,85.03,29,1,4.18,clear sky
464,Marulanda,CO,5.2839,-75.2602,2021-11-15 19:20:41,57.24,93,98,1.79,overcast clouds
465,Roura,GF,4.7263,-52.3274,2021-11-15 19:20:42,84.11,84,66,4.61,broken clouds
466,Waingapu,ID,-9.6567,120.2641,2021-11-15 19:20:42,80.22,81,100,3.71,overcast clouds
