City_ID,City,Country,Lat,Lng,Date,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
467,Culebra,PR,18.303,-65.301,2021-11-15 19:20:42,87.67,67,7,8.01,clear sky
468,Sao Joao Da Barra,BR,-21.6403,-41.0511,2021-11-15 19:20:43,77.09,70,62,15.32,broken clouds
469,Udachnyy,RU,66.4167,112.4,2021-11-15 19:20:43,-4.97,99,100,1.88,overcast clouds
470,Kerema,PG,-7.9631,145.7785,2021-11-15 19:20:43,78.46,86,100,4.61,overcast clouds
471,Parkes,AU,-33.1333,148.1833,2021-11-15 19:20:44,44.85,70,3,5.1,clear sky
472,Rock Sound,BS,24.9,-76.2,2021-11-15 19:20:44,78.21,78,100,15.97,overcast clouds
473,Sabha,LY,27.0377,14.4283,2021-11-15 19:20:45,67.42,44,100,2.73,overcast clouds
474,Ust-Tsilma,RU,65.441,52.1498,2021-11-15 19:20:45,22.82,84,100,10.76,overcast clouds
475,Akyab,MM,20.15,92.9,2021-11-15 19:20:45,77.27,85,90,5.44,overcast clouds
476,Hunterville,NZ,-39.9333,175.5667,2021-11-15 19:20:46,63.25,70,33,12.93,scattered clouds
477,Mildura,AU,-34.2,142.15,2021-11-15 19:20:46,46.36,76,90,5.75,overcast clouds
478,Matara,LK,5.9485,80.5353,2021-11-15 19:20:46,78.53,89,100,12.35,light rain
479,Port Moresby,PG,-9.4431,147.1797,2021-11-15 19:20:47,76.5,88,100,3.74,overcast clouds
480,Qaqortoq,GL,60.7167,-46.0333,2021-11-15 19:20:47,14.5,60,0,19.3,clear sky
481,Bosaso,SO,11.2842,49.1816,2021-11-15 19:20:47,77.43,67,7,5.59,clear sky
482,Praya,CV,14.9215,-23.5087,2021-11-15 19:13:07,79.34,65,75,12.66,broken clouds
483,Powell River,CA,49.8496,-124.5361,2021-11-15 19:19:58,46.4,93,90,12.66,mist
484,Harper,LR,4.375,-7.7169,2021-11-15 19:20:48,79.75,81,15,5.86,few clouds
485,Krasnyy Oktyabr,RU,56.1167,38.8833,2021-11-15 19:20:48,21.65,95,61,3.36,broken clouds
486,Komsomolskiy,UZ,40.4272,71.7189,2021-11-15 19:20:49,40.42,80,1,4.61,mist
487,Xuddur,SO,4.1213,43.8894,2021-11-15 19:20:49,75.07,68,66,10.47,broken clouds
488,Ulaangom,MN,49.9811,92.0667,2021-11-15 19:20:49,23.97,55,2,8.46,clear sky
489,Buchanan,LR,5.8808,-10.0467,2021-11-15 19:13:30,82.36,78,100,6.46,overcast clouds
490,Pangnirtung,CA,66.1451,-65.7125,2021-11-15 19:20:50,-0.02,75,53,4.9,broken clouds
491,Naze,JP,28.3667,129.4833,2021-11-15 19:12:13,63.32,61,16,8.41,few clouds
492,Tazovskiy,RU,67.4667,78.7,2021-11-15 19:20:50,4.3,89,100,12.71,overcast clouds
493,Awbari,LY,26.5921,12.7805,2021-11-15 19:20:50,66.31,44,58,5.14,broken clouds
494,Itoman,JP,26.1247,127.6694,2021-11-15 19:20:50,68.02,60,20,9.22,few clouds
495,Thinadhoo,MV,0.5333,72.9333,2021-11-15 19:13:10,82.69,72,36,15.99,scattered clouds
496,Amapa,BR,1.0,-52.0,2021-11-15 19:20:51,89.74,48,74,4.32,broken clouds
497,Aksu,CN,41.1231,80.2644,2021-11-15 19:20:51,34.21,46,8,3.27,clear sky
498,Bani,DO,18.2833,-70.3333,2021-11-15 19:20:51,87.75,55,9,13.4,clear sky
499,Aklavik,CA,68.2191,-135.0107,2021-11-15 19:12:00,8.62,93,100,9.82,overcast clouds
500,Labuhan,ID,-6.8844,112.2051,2021-11-15 19:20:52,76.05,88,100,5.77,overcast clouds
501,Elizabeth City,US,36.2946,-76.2511,2021-11-15 19:20:52,55.45,40,1,5.01,clear sky
502,Wote,KE,-1.7808,37.6288,2021-11-15 19:20:52,65.71,93,57,0.98,light rain
503,Ketchikan,US,55.3422,-131.6461,2021-11-15 19:11:11,36.07,93,75,3.44,broken clouds
504,Singaparna,ID,-7.3515,108.111,2021-11-15 19:20:53,71.2,96,100,1.83,overcast clouds
505,Laredo,US,27.5064,-99.5075,2021-11-15 19:15:55,82.85,57,1,6.91,clear sky
506,Lac Du Bonnet,CA,50.2536,-96.0612,2021-11-15 19:19:39,26.58,75,86,7.02,overcast clouds
507,Leningradskiy,RU,69.3833,178.4167,2021-11-15 19:13:03,14.56,95,100,8.39,overcast clouds
508,Dakar,SN,14.6937,-17.4441,2021-11-15 19:17:59,81.48,83,0,6.91,clear sky
509,Port Hedland,AU,-20.3167,118.5667,2021-11-15 19:12:39,75.25,69,98,9.22,overcast clouds
510,Liberal,US,37.0431,-100.921,2021-11-15 19:20:53,81.16,19,1,6.91,clear sky
511,Aksay,RU,47.26,39.87,2021-11-15 19:20:54,41.25,61,10,8.99,clear sky
512,Balkhash,KZ,46.844,74.9804,2021-11-15 19:13:11,33.24,62,100,7.07,overcast clouds
513,Tateyama,JP,34.9833,139.8667,2021-11-15 19:20:54,58.1,68,7,5.03,clear sky
514,Tezu,IN,27.9167,96.1667,2021-11-15 19:12:55,62.31,41,3,4.54,clear sky
515,Shu,KZ,43.5983,73.7614,2021-11-15 19:20:54,33.73,73,94,3.89,overcast clouds
516,Monroe,US,43.1501,-77.6831,2021-11-15 19:18:47,42.4,84,75,9.22,light snow
517,Jurm,AF,36.8648,70.8342,2021-11-15 19:20:55,36.73,44,0,6.71,clear sky
518,Jamundi,CO,3.2607,-76.535,2021-11-15 19:20:55,78.76,79,81,3.36,broken clouds
519,Bairiki,KI,1.3292,172.9752,2021-11-15 19:20:55,80.6,78,75,8.05,broken clouds
520,Bac Lieu,VN,9.285,105.7244,2021-11-15 19:20:56,77.2,91,100,9.64,overcast clouds
521,Carnot,CF,4.9409,15.8665,2021-11-15 19:20:56,71.85,91,91,2.19,light rain
522,Dunmore East,IE,52.1514,-6.9861,2021-11-15 19:20:56,50.68,77,31,8.19,scattered clouds
523,Shikhazany,RU,55.5605,47.393,2021-11-15 19:20:57,23.63,97,88,5.73,overcast clouds
524,Wilmington,US,34.2257,-77.9447,2021-11-15 19:20:43,64.98,36,1,12.66,clear sky
525,Rapar,IN,23.5667,70.6333,2021-11-15 19:20:57,75.88,29,100,7.72,overcast clouds
526,Yantzaza,EC,-3.8278,-78.7594,2021-11-15 19:20:57,83.14,69,97,3.42,light rain
527,Kenora,CA,49.8167,-94.4337,2021-11-15 19:20:58,28.38,80,75,4.61,broken clouds
528,Marystown,CA,47.1666,-55.1483,2021-11-15 19:20:58,47.86,100,100,7.87,overcast clouds
529,Franca,BR,-20.5386,-47.4008,2021-11-15 19:20:58,78.19,43,16,6.17,few clouds
530,Siyabuswa,ZA,-25.1132,29.0445,2021-11-15 19:20:59,75.65,57,94,11.83,overcast clouds
531,Henties Bay,NA,-22.116,14.2845,2021-11-15 19:13:54,64.85,87,99,2.3,overcast clouds
532,Kimbe,PG,-5.5502,150.1429,2021-11-15 19:11:40,75.25,94,84,2.28,broken clouds
533,Hulan,CN,45.9833,126.6,2021-11-15 19:20:59,17.71,94,15,6.08,few clouds
534,Kampong Thum,KH,12.7111,104.8887,2021-11-15 19:21:00,73.53,97,98,3.06,light rain
535,Boende,CD,-0.2167,20.8667,2021-11-15 19:21:00,71.26,97,100,0.96,overcast clouds
536,Sohag,EG,26.557,31.6948,2021-11-15 19:21:00,72.27,44,2,7.23,clear sky
537,Brae,GB,60.3964,-1.353,2021-11-15 19:21:01,49.91,80,100,23.42,overcast clouds
538,Bokoro,TD,12.3807,17.0568,2021-11-15 19:21:01,88.07,16,12,10.36,few clouds
539,Kosh-Agach,RU,50.0,88.6667,2021-11-15 19:21:01,14.43,56,25,10.33,scattered clouds
540,Florence,IT,43.7667,11.25,2021-11-15 19:21:02,60.64,76,0,5.75,clear sky
541,Roald,NO,62.5833,6.1333,2021-11-15 19:21:02,50.92,81,75,11.5,broken clouds
542,Tamluk,IN,22.3,87.9167,2021-11-15 19:21:03,73.38,78,100,3.44,overcast clouds
543,Flinders,AU,-34.5833,150.8552,2021-11-15 19:21:03,54.81,67,0,9.08,clear sky
544,Namibe,AO,-15.1961,12.1522,2021-11-15 19:21:04,73.76,81,100,12.53,light rain
545,Serra Talhada,BR,-7.9919,-38.2983,2021-11-15 19:21:04,90.52,29,100,6.93,overcast clouds
546,Ambilobe,MG,-13.2,49.05,2021-11-15 19:12:56,77.31,78,25,1.99,scattered clouds
547,Paka,MY,4.6374,103.4368,2021-11-15 19:21:04,76.93,100,82,0.0,broken clouds
548,Ranong,TH,9.9658,98.6348,2021-11-15 19:21:05,75.54,93,100,3.38,moderate rain
549,Manokwari,ID,-0.8667,134.0833,2021-11-15 19:21:05,77.97,79,100,1.43,overcast clouds
550,Burnie,AU,-41.0667,145.9167,2021-11-15 19:21:06,42.93,79,30,7.78,scattered clouds
551,Hambantota,LK,6.1241,81.1185,2021-11-15 19:21:06,79.83,81,100,15.43,overcast clouds
552,Lazo,RU,43.3817,133.9014,2021-11-15 19:21:07,17.71,87,5,3.76,clear sky
553,Ojinaga,MX,29.5667,-104.4167,2021-11-15 19:21:07,84.58,22,1,3.44,clear sky
554,Bengkulu,ID,-3.8004,102.2655,2021-11-15 19:11:58,76.37,83,99,3.2,overcast clouds
555,Hovd,MN,48.0056,91.6419,2021-11-15 19:21:07,28.6,43,1,7.76,clear sky
556,Asosa,ET,10.0667,34.5333,2021-11-15 19:21:08,64.67,44,97,4.32,overcast clouds
557,Ganzhou,CN,28.8184,115.4327,2021-11-15 19:21:08,61.29,47,99,3.22,overcast clouds
558,Krasnoselkup,RU,65.7,82.4667,2021-11-15 19:12:33,-6.86,99,97,10.76,overcast clouds
559,Xining,CN,36.6167,101.7667,2021-11-15 19:21:09,28.74,53,100,2.91,overcast clouds
560,Gold Coast,AU,-28.0,153.4333,2021-11-15 19:19:12,63.03,69,100,3.44,overcast clouds
561,Phek,IN,25.6667,94.5,2021-11-15 19:21:09,44.64,98,16,1.16,few clouds
562,Carballo,ES,43.213,-8.691,2021-11-15 19:21:10,57.0,89,100,10.54,overcast clouds
563,Hami,CN,42.8,93.45,2021-11-15 19:11:14,35.15,44,100,6.04,overcast clouds
564,Calvia,ES,39.5657,2.5062,2021-11-15 19:21:10,55.9,75,100,22.35,overcast clouds
565,Rayong,TH,12.8333,101.4333,2021-11-15 19:21:10,77.99,99,100,3.27,overcast clouds
566,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,2021-11-15 19:21:10,85.91,67,100,1.81,overcast clouds
567,Mount Isa,AU,-20.7333,139.5,2021-11-15 19:13:20,65.97,30,5,11.5,clear sky
568,Prainha,BR,-1.8,-53.48,2021-11-15 19:21:11,91.67,44,100,3.49,overcast clouds
569,Cairns,AU,-16.9167,145.7667,2021-11-15 19:19:19,79.07,96,75,10.36,broken clouds
570,Mascote,BR,-15.5631,-39.3025,2021-11-15 19:21:11,69.82,98,100,4.47,overcast clouds
571,Milkovo,RU,54.7167,158.6167,2021-11-15 19:21:12,24.24,97,100,3.38,snow
572,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,2021-11-15 19:21:12,86.43,45,100,8.05,light rain
573,Pleasant Point,NZ,-44.2667,171.1333,2021-11-15 19:21:13,53.46,67,0,12.55,clear sky
574,Viedma,AR,-40.8135,-62.9967,2021-11-15 19:20:26,55.87,56,100,18.79,overcast clouds
575,Tallahassee,US,30.4383,-84.2807,2021-11-15 19:21:13,71.01,42,1,1.01,clear sky
576,Rameshki,RU,57.3439,36.0453,2021-11-15 19:21:14,27.73,81,94,6.29,overcast clouds
577,Uchiza,PE,-8.4592,-76.4633,2021-11-15 19:21:14,83.77,77,100,2.35,overcast clouds
578,Abu Dhabi,AE,24.4667,54.3667,2021-11-15 19:20:36,80.71,61,0,2.3,clear sky
579,Gushikawa,JP,26.3544,127.8686,2021-11-15 19:21:14,67.23,72,40,5.75,scattered clouds
580,Kaoma,ZM,-14.7833,24.8,2021-11-15 19:21:14,70.14,62,51,4.09,light rain
581,Kavieng,PG,-2.5744,150.7967,2021-11-15 19:21:15,81.0,80,100,10.49,moderate rain
582,Kwinana,AU,-32.25,115.7667,2021-11-15 19:21:15,64.24,77,96,5.97,overcast clouds
583,Swift Current,CA,50.2834,-107.8014,2021-11-15 19:21:16,38.21,100,90,11.5,overcast clouds
584,Fiumicino,IT,41.7675,12.2291,2021-11-15 19:21:16,60.76,88,0,1.14,clear sky
585,Sandwick,GB,60.0,-1.25,2021-11-15 19:17:19,49.82,76,40,20.71,scattered clouds
586,Yagodnoye,RU,62.55,149.6667,2021-11-15 19:21:16,2.07,99,95,0.98,overcast clouds
587,Dukat,RU,62.55,155.55,2021-11-15 19:13:41,0.9,100,99,0.56,overcast clouds
588,Naron,ES,43.5167,-8.1528,2021-11-15 19:21:17,58.59,80,100,13.04,overcast clouds
589,Bangangte,CM,5.1409,10.5198,2021-11-15 19:21:18,63.19,92,82,3.2,light rain
590,Nanortalik,GL,60.1432,-45.2371,2021-11-15 19:11:25,22.71,59,0,42.19,clear sky
591,Mana,GF,5.6592,-53.7767,2021-11-15 19:13:23,81.12,79,93,6.98,overcast clouds
592,Girne,CY,35.3417,33.3167,2021-11-15 19:21:18,63.95,54,3,3.0,clear sky
593,Lakes Entrance,AU,-37.8811,147.981,2021-11-15 19:21:18,46.17,73,87,14.65,light rain
594,Pedro Ii,BR,-4.4247,-41.4586,2021-11-15 19:11:19,86.7,36,62,3.71,broken clouds
595,Kralendijk,BQ,12.15,-68.2667,2021-11-15 19:21:19,85.98,70,40,12.66,scattered clouds
596,Sorland,NO,67.667,12.6934,2021-11-15 19:21:19,46.26,80,100,25.01,overcast clouds
597,La Palma,US,33.8464,-118.0467,2021-11-15 19:21:20,92.12,34,1,1.99,haze
598,Vetlanda,SE,57.4289,15.0776,2021-11-15 19:21:20,42.67,85,100,3.4,overcast clouds
599,Skibbereen,IE,51.55,-9.2667,2021-11-15 19:21:20,51.6,88,100,4.76,overcast clouds
600,Anloga,GH,5.7947,0.8973,2021-11-15 19:21:21,82.94,76,91,11.65,overcast clouds
601,Lazaro Cardenas,MX,17.9583,-102.2,2021-11-15 19:12:26,86.54,48,9,1.41,clear sky
602,Buala,SB,-8.145,159.5921,2021-11-15 19:21:21,80.83,80,96,5.95,overcast clouds
603,Fort Nelson,CA,58.8053,-122.7002,2021-11-15 19:13:24,14.97,92,100,4.65,light snow
604,Shellbrook,CA,53.2168,-106.4011,2021-11-15 19:21:22,27.63,91,100,3.51,overcast clouds
605,Muzhi,RU,65.3667,64.6667,2021-11-15 19:21:22,14.07,84,75,12.08,broken clouds
606,Prachuap Khiri Khan,TH,12.2167,99.75,2021-11-15 19:21:22,70.02,96,53,3.36,broken clouds
607,Kalmunai,LK,7.4167,81.8167,2021-11-15 19:21:23,79.38,82,97,0.67,overcast clouds
608,Batagay-Alyta,RU,67.8006,130.4114,2021-11-15 19:21:23,-12.95,89,91,3.67,overcast clouds
609,Limon,CR,10.0,-83.0333,2021-11-15 19:21:23,84.09,70,0,3.44,clear sky
610,Ust-Shonosha,RU,61.1531,41.343,2021-11-15 19:21:24,27.79,63,100,13.56,overcast clouds
611,Islamkot,PK,24.6997,70.177,2021-11-15 19:21:24,71.31,22,0,2.33,clear sky
612,Acapulco,MX,16.8634,-99.8901,2021-11-15 19:21:01,85.82,62,1,8.05,clear sky
613,Iquique,CL,-20.2208,-70.1431,2021-11-15 19:21:25,66.24,64,77,7.61,broken clouds
614,Muli,MV,2.9167,73.5667,2021-11-15 19:21:25,82.33,77,72,18.21,broken clouds
615,Bandundu,CD,-3.3167,17.3667,2021-11-15 19:21:26,74.59,89,51,4.18,light rain
616,Camacha,PT,33.0833,-16.3333,2021-11-15 19:13:04,65.53,63,40,8.05,scattered clouds
617,Yulara,AU,-25.2406,130.9889,2021-11-15 19:13:22,60.64,51,0,6.91,clear sky
618,Maymyo,MM,22.0333,96.4667,2021-11-15 19:21:26,61.18,96,41,0.38,scattered clouds
619,Khuzhir,RU,53.1939,107.3397,2021-11-15 19:13:23,32.65,70,87,1.81,overcast clouds
620,Ukiah,US,39.1502,-123.2078,2021-11-15 19:21:27,69.37,81,1,0.0,clear sky
621,Lichuan,CN,30.3,108.85,2021-11-15 19:21:28,45.14,83,100,0.98,overcast clouds
622,Gobabis,NA,-22.45,18.9667,2021-11-15 19:21:28,80.69,29,100,18.03,light rain
623,Hellin,ES,38.5106,-1.701,2021-11-15 19:21:28,51.15,52,0,7.47,clear sky
624,Griffith,US,41.5284,-87.4237,2021-11-15 19:21:29,35.01,87,90,1.01,light snow
625,Kon Tum,VN,14.35,108.0,2021-11-15 19:21:29,68.61,97,99,2.59,overcast clouds
626,Campbell River,CA,50.0163,-125.2446,2021-11-15 19:19:29,44.13,87,75,4.0,broken clouds
627,Shenjiamen,CN,29.9576,122.298,2021-11-15 19:21:29,60.66,58,96,6.46,overcast clouds
628,Whyalla,AU,-33.0333,137.5833,2021-11-15 19:12:36,55.29,82,90,10.36,overcast clouds
629,Warwick,US,41.7001,-71.4162,2021-11-15 19:17:11,50.5,57,75,11.5,broken clouds
630,Kangaatsiaq,GL,68.3065,-53.4641,2021-11-15 19:12:01,14.7,82,97,6.06,overcast clouds
631,Kita,ML,13.0349,-9.4895,2021-11-15 19:21:30,84.85,22,100,2.06,overcast clouds
632,Goderich,CA,43.7501,-81.7165,2021-11-15 19:21:30,39.9,81,100,17.27,overcast clouds
633,Plaridel,PH,14.8872,120.8572,2021-11-15 19:21:30,82.9,78,55,7.11,broken clouds
634,Bukachacha,RU,52.9833,116.9167,2021-11-15 19:21:31,15.75,92,13,1.92,few clouds
635,Baoshan,CN,46.5586,131.4244,2021-11-15 19:21:31,23.99,84,90,8.75,overcast clouds
636,Moerai,PF,-22.4333,-151.3333,2021-11-15 19:13:12,73.72,88,94,7.14,light rain
637,Misratah,LY,32.3754,15.0925,2021-11-15 19:21:31,69.48,45,0,6.98,clear sky
638,Hirara,JP,24.8,125.2833,2021-11-15 19:21:32,73.09,63,100,16.02,overcast clouds
639,Kununurra,AU,-15.7667,128.7333,2021-11-15 19:21:32,67.98,77,99,0.0,overcast clouds
640,Mao,ES,39.8885,4.2658,2021-11-15 19:21:33,57.76,82,75,25.32,broken clouds
641,Ormond Beach,US,29.2858,-81.0559,2021-11-15 19:21:33,75.16,51,1,9.22,clear sky
642,Chau Doc,VN,10.7,105.1167,2021-11-15 19:21:33,75.15,95,100,2.86,light rain
643,Dingzhou,CN,38.5131,114.9956,2021-11-15 19:21:34,39.31,81,0,3.27,clear sky
644,San Miguel,SV,13.4833,-88.1833,2021-11-15 19:19:36,94.6,50,40,2.3,scattered clouds
645,Severo-Yeniseyskiy,RU,60.3725,93.0408,2021-11-15 19:21:34,12.43,96,100,3.02,overcast clouds
646,Mukhen,RU,48.1,136.1,2021-11-15 19:21:34,18.61,80,97,9.22,overcast clouds
647,Melendugno,IT,40.2747,18.3368,2021-11-15 19:20:09,64.06,88,100,1.5,overcast clouds
648,Williams Lake,CA,52.1415,-122.1445,2021-11-15 19:21:35,35.17,95,90,1.01,snow
649,Kirakira,SB,-10.4544,161.9205,2021-11-15 19:21:35,79.45,81,57,5.91,broken clouds
650,Cabedelo,BR,-6.9811,-34.8339,2021-11-15 19:21:35,84.87,68,34,12.37,scattered clouds
651,Paltinoasa,RO,47.55,25.95,2021-11-15 19:21:36,44.74,79,100,3.69,overcast clouds
652,Jiayuguan,CN,39.8167,98.3,2021-11-15 19:21:36,31.37,29,45,6.85,scattered clouds
653,Galesong,ID,-5.3166,119.3661,2021-11-15 19:13:06,76.57,91,100,7.94,overcast clouds
654,Conde,BR,-7.2597,-34.9075,2021-11-15 19:21:36,83.66,65,40,13.8,scattered clouds
655,Kurumkan,RU,54.3,110.3,2021-11-15 19:21:37,17.6,91,49,2.55,scattered clouds
656,Lincoln,US,40.8,-96.667,2021-11-15 19:21:26,72.01,45,1,3.0,clear sky
657,Angoche,MZ,-16.2325,39.9086,2021-11-15 19:21:37,78.82,84,100,7.29,overcast clouds
658,Dwarka,IN,22.2394,68.9678,2021-11-15 19:21:38,78.22,48,100,6.78,overcast clouds
659,Gallup,US,35.5281,-108.7426,2021-11-15 19:21:38,65.16,21,1,1.01,clear sky
660,Statesville,US,35.7826,-80.8873,2021-11-15 19:21:38,60.42,29,1,1.01,clear sky
661,Calama,CL,-22.4667,-68.9333,2021-11-15 19:21:38,77.49,5,82,21.85,broken clouds
662,Bintulu,MY,3.1667,113.0333,2021-11-15 19:21:39,75.61,100,20,3.44,few clouds
663,Ust-Barguzin,RU,53.45,108.9833,2021-11-15 19:21:39,20.8,84,36,5.23,scattered clouds
664,Mount Darwin,ZW,-16.7725,31.5838,2021-11-15 19:21:39,72.97,65,7,7.14,clear sky
665,Galle,LK,6.0367,80.217,2021-11-15 19:20:02,80.04,84,100,14.5,overcast clouds
666,Nunoa,PE,-14.48,-70.6411,2021-11-15 19:21:40,59.32,43,100,6.26,overcast clouds
667,Quthing,LS,-30.4,27.7003,2021-11-15 19:21:40,71.2,33,100,0.69,overcast clouds
668,Rudnogorsk,RU,57.2639,103.7519,2021-11-15 19:21:40,14.52,97,100,4.23,overcast clouds
669,Marzuq,YE,14.4,46.4667,2021-11-15 19:21:41,69.24,38,5,0.69,clear sky
670,Maxixe,MZ,-23.8597,35.3472,2021-11-15 19:21:41,76.82,88,20,5.75,few clouds
671,Bubaque,GW,11.2833,-15.8333,2021-11-15 19:21:41,83.91,60,84,8.12,broken clouds
672,Namalenga,TZ,-10.95,39.1,2021-11-15 19:21:42,75.13,70,0,9.06,clear sky
673,Sarakhs,IR,36.5449,61.1577,2021-11-15 19:21:42,52.27,50,71,12.35,broken clouds
674,Constitucion,CL,-35.3333,-72.4167,2021-11-15 19:21:42,61.02,52,0,22.03,clear sky
675,Along,IN,28.1667,94.7667,2021-11-15 19:21:43,55.45,83,52,1.77,broken clouds
676,Log,RU,49.4844,43.8613,2021-11-15 19:21:43,28.56,79,10,16.78,clear sky
677,Panzhihua,CN,26.5851,101.7128,2021-11-15 19:21:43,55.27,82,0,2.68,clear sky
678,Vitim,RU,59.4511,112.5578,2021-11-15 19:12:09,26.62,97,100,5.17,light snow
679,Basco,PH,20.4487,121.9702,2021-11-15 19:21:44,77.92,77,80,23.89,broken clouds
680,Trelew,AR,-43.249,-65.3051,2021-11-15 19:21:44,56.62,46,79,30.18,broken clouds
681,Kelso,US,46.1468,-122.9084,2021-11-15 19:21:44,62.46,92,90,20.71,heavy intensity rain
682,Kuminskiy,RU,58.6667,66.5667,2021-11-15 19:21:45,18.03,91,100,8.39,overcast clouds
683,Mtambile,TZ,-5.3833,39.7,2021-11-15 19:21:45,78.64,80,23,11.3,few clouds
684,Mutoko,ZW,-17.397,32.2268,2021-11-15 19:21:45,68.38,67,0,9.66,clear sky
685,Alice Springs,AU,-23.7,133.8833,2021-11-15 19:19:40,56.75,62,4,5.75,clear sky
686,Axim,GH,4.8699,-2.2405,2021-11-15 19:21:46,80.02,82,100,7.9,overcast clouds
687,Taksimo,RU,56.3444,114.8794,2021-11-15 19:12:17,6.44,89,45,1.12,scattered clouds
688,Lasa,IT,46.6166,10.7002,2021-11-15 19:21:46,44.02,89,95,1.63,overcast clouds
689,Veraval,IN,20.9,70.3667,2021-11-15 19:21:47,76.71,40,51,12.77,broken clouds
690,Qena,EG,26.1615,32.7183,2021-11-15 19:21:47,75.25,36,0,7.18,clear sky
691,Uni,RU,57.7535,51.4923,2021-11-15 19:21:48,13.84,96,100,5.68,overcast clouds
692,Luoyang,CN,34.6836,112.4536,2021-11-15 19:21:48,47.12,64,38,4.79,scattered clouds
693,Noshiro,JP,40.2039,140.0242,2021-11-15 19:21:48,47.32,58,100,8.52,overcast clouds
694,Sant Julia De Loria,AD,42.4625,1.4825,2021-11-15 19:21:49,43.59,94,82,8.57,broken clouds
695,Belmonte,BR,-15.8631,-38.8828,2021-11-15 19:21:49,72.1,90,100,13.04,overcast clouds
696,Shache,CN,38.4167,77.2406,2021-11-15 19:21:50,39.9,30,0,3.74,clear sky
697,Englewood,US,39.6478,-104.9878,2021-11-15 19:21:50,76.32,15,75,1.01,broken clouds
698,Peace River,CA,56.2501,-117.286,2021-11-15 19:18:54,25.11,93,90,12.66,overcast clouds
699,Cukai,MY,4.25,103.4167,2021-11-15 19:21:50,78.94,90,100,2.68,overcast clouds
700,Uppsala,SE,60.0,17.75,2021-11-15 19:21:51,39.78,83,90,10.36,overcast clouds
701,Half Moon Bay,US,37.4636,-122.4286,2021-11-15 19:21:51,73.89,83,1,0.0,haze
702,Cayeli,TR,41.0923,40.7292,2021-11-15 19:21:51,56.95,81,100,4.09,overcast clouds
703,Pauini,BR,-7.7136,-66.9764,2021-11-15 19:21:52,88.05,59,100,4.07,overcast clouds
704,Mamontovo,RU,52.7055,81.6244,2021-11-15 19:21:52,26.06,93,100,12.19,light snow
